"18234891234"^*"100"^*"100"^*"10000"^*"12997801"^*"100"^*"100"^*"10000"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*"13007801"^*"0"^*"0"^*"0"^*"13007801"^*"0"^*"0"^*"0"^*"0"^*"11"^*"0"^*"00"^*"BOND"^*"DEF"^*"DEF"^*"CNY"^*"0"^*""^*""^*
"000301"^*"100000"^*"10000"^*"1000000000"^*"100000000"^*"10000"^*"100000"^*"1000000000"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*"100000000"^*""^*""^*""^*"100000000"^*""^*""^*"0"^*"0"^*"0"^*""^*"00"^*"BOND"^*"03"^*"05"^*"CNY"^*"0"^*"0"^*"2019-02-13 00:00:00"^*
"zqfx"^*"20000"^*"0"^*"0"^*"6000000"^*"0"^*"0"^*"0"^*"20000000"^*"20000"^*"400000000000"^*"BR"^*"91827359013413"^*"-399994000000"^*""^*"400000000000"^*""^*"6000000"^*""^*""^*""^*""^*"0"^*""^*"00"^*"BND_ISSUE"^*"01"^*"01"^*"CNY"^*"0"^*"400000000000"^*"2019-02-13 00:00:00"^*
"BONDSZ76524"^*"3444"^*"3225903.758"^*"11110012542"^*"0"^*"3225903.758"^*"3444"^*"11110012542"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*""^*""^*""^*""^*""^*""^*""^*"23589987423"^*"23589987423"^*"0"^*""^*"00"^*"BOND"^*"01"^*"01"^*"HKD"^*"0"^*"0"^*"2019-02-22 00:00:00"^*
"20180702"^*"20000"^*"100000"^*"2000000000"^*"0"^*"100000"^*"20000"^*"2000000000"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*""^*""^*""^*""^*""^*""^*""^*"80675066292"^*"80675066292"^*"0"^*""^*"00"^*"BOND"^*"DEF"^*"DEF"^*"CNY"^*"0"^*"0"^*"2018-11-21 00:00:00"^*
"ZQFX0226"^*"10000"^*"0"^*"0"^*"1000000"^*"0"^*"0"^*"0"^*"100"^*"10000"^*"1000000"^*"BR"^*"91827359013413"^*"0"^*""^*"1000000"^*""^*"1000000"^*""^*""^*""^*""^*"0"^*""^*"00"^*"BND_ISSUE"^*"01"^*"01"^*"CNY"^*"0"^*"1000000"^*"2019-02-26 00:00:00"^*
"ZQ95135241"^*"1000"^*"0"^*"0"^*"100000"^*"0"^*"0"^*"0"^*"50000"^*"1000"^*"50000000"^*"BR"^*"91827359013413"^*"-49900000"^*""^*"50000000"^*""^*"100000"^*""^*""^*""^*""^*"0"^*""^*"00"^*"BND_ISSUE"^*"01"^*"01"^*"CNY"^*"0"^*"50000000"^*"2019-01-15 00:00:00"^*
"18234891234"^*"100"^*"100"^*"10000"^*"12997801"^*"100"^*"100"^*"10000"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*"13007801"^*"0"^*"0"^*"0"^*"13007801"^*"0"^*"0"^*"0"^*"0"^*"11"^*"0"^*"00"^*"BOND"^*"DEF"^*"DEF"^*"CNY"^*"0"^*""^*""^*
"000301"^*"100000"^*"10000"^*"1000000000"^*"100000000"^*"10000"^*"100000"^*"1000000000"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*"100000000"^*""^*""^*""^*"100000000"^*""^*""^*"0"^*"0"^*"0"^*""^*"00"^*"BOND"^*"03"^*"05"^*"CNY"^*"0"^*"0"^*"2019-02-13 00:00:00"^*
"zqfx"^*"20000"^*"0"^*"0"^*"6000000"^*"0"^*"0"^*"0"^*"20000000"^*"20000"^*"400000000000"^*"BR"^*"91827359013413"^*"-399994000000"^*""^*"400000000000"^*""^*"6000000"^*""^*""^*""^*""^*"0"^*""^*"00"^*"BND_ISSUE"^*"01"^*"01"^*"CNY"^*"0"^*"400000000000"^*"2019-02-13 00:00:00"^*
"BONDSZ76524"^*"3444"^*"3225903.758"^*"11110012542"^*"0"^*"3225903.758"^*"3444"^*"11110012542"^*"0"^*"0"^*"0"^*"BR"^*"91827359013413"^*""^*""^*""^*""^*""^*""^*""^*"23589987423"^*"23589987423"^*"0"^*""^*"00"^*"BOND"^*"01"^*"01"^*"HKD"^*"0"^*"0"^*"2019-02-22 00:00:00"^*
