"2018063211"^*"3243242"^*"09"^*"01"^*""^*""^*"99"^*"0_000000"^*"0_000000"^*""^*""^*"156"^*""^*"admin"^*""^*"0"^*"0"^*"8080808063df0d120163f3893bb4003c"^*""^*"4324"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"0"^*"0"^*"0"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*
"2018063212"^*"非标债转股项目20180612"^*"09"^*"04"^*""^*""^*"02"^*"0_000000"^*"0_000000"^*""^*""^*"156"^*"2018-06-12 00:00:00"^*"1111"^*""^*"1"^*"0"^*"8080808063df0d120163f4d9a00a0065"^*""^*"100000000"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1"^*"1"^*""^*""^*""^*""^*"0"^*"0"^*"0"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[{c_investtargetid:8080808063df0d120163f4d9a00a0065,c_cino:,c_industrydetail:,c_nature2:,c_contrast_class:,c_listedFlag:,f_registered_capital:0,c_cust_state_cisborder:,f_applyinvestmoney:0,f_submitinvestmoney:0,f_stocknumber:0,f_shareratio:0,f_predebtratio:0,f_afterdebtratio:0,d_predictturnstockdate:2018-06-12,f_predictturnstockmoney:0,f_predictturnstockdebt:0,f_predictturnstockinterest:0}]"^*"[,]"^*"[{C_CAPITALNATURE:0,F_CAPITAL:100000000,F_CAPITALRATIO:3,F_RATIO:0}]"^*"[,]"^*"[,]"^*
"2018063213"^*"非标债转股项目20180613"^*"09"^*"01"^*""^*""^*"99"^*"0_000000"^*"0_0602800001"^*"808080806434f1de0164350c09ce000a"^*""^*"156"^*"2018-06-12 00:00:00.0"^*"1111"^*""^*"1"^*"0"^*"8080808063df0d120163f4d9a00a0065"^*""^*"100000000"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1"^*"1"^*""^*""^*""^*""^*"10978008"^*"109780008"^*"312441242"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[{"c_investtargetid":"8080808063df0d120163f4d9a00a0065","c_cino":"","c_industrydetail":"","c_nature2":"","c_contrast_class":"","c_listedFlag":"","f_registered_capital":"0","c_cust_state_cisborder":"","f_applyinvestmoney":"0","f_submitinvestmoney":"0","f_stocknumber":"0","f_shareratio":"0","f_predebtratio":"0","f_afterdebtratio":"0","d_predictturnstockdate":"2018-06-12","f_predictturnstockmoney":"0","f_predictturnstockdebt":"0","f_predictturnstockinterest":"0"}]"^*"[,]"^*"[{"C_CAPITALNATURE":"0","F_CAPITAL":"100000000","F_CAPITALRATIO":"3","F_RATIO":"0"}]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"808080806434f1de0164350ea99c000b","C_ASSETSELLER":"808080806434f1de0164350c09ce000a","d_baseday":"2018-06-13","f_interest":"78908","f_corpusamount":"10978008","debt_display":"11,056,916.00"}]"^*
"2018063214"^*"测试非标债转股项目20180613-2"^*"09"^*"01"^*""^*""^*"99"^*"0_000000"^*"0_0602800001"^*""^*""^*"156"^*""^*"1111"^*""^*""^*"0"^*"8080808063df0d120163f4d9a00a0065"^*""^*"100000000"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1"^*"1"^*"0"^*"111"^*""^*"11"^*"0"^*"0"^*"0"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*
"2018063215"^*"测试债转股"^*"09"^*"04"^*""^*""^*"02"^*"0_000000"^*"0_0602800001"^*"808080806434f1de0164350c09ce000a"^*""^*"156"^*"2018-06-25 00:00:00.0"^*"1111"^*"0005"^*"0"^*"0"^*"8080808063df0d120163f4d9a00a0065"^*"lkjo5678"^*"24567899"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"0"^*"0"^*"0"^*""^*""^*"1"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"808080806434f1de016435891adf0042","C_ASSETSELLER":"808080806434f1de0164350c09ce000a","d_baseday":"2018-06-13","f_interest":"0","f_corpusamount":"0","debt_display":"0.00"}]"^*
"2018063216"^*"测试债转股项目20180613-3"^*"09"^*"40"^*""^*""^*"99"^*"0_000000"^*"0_0602800001"^*"808080806434f1de0164350c09ce000a"^*""^*"156"^*"2018-06-13 00:00:00.0"^*"1111"^*""^*"1"^*"0"^*"8080808063df0d120163f4d9a00a0065"^*""^*"100000000"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1"^*"1"^*"1"^*"1"^*""^*"2"^*"100000000"^*"0"^*"0"^*""^*""^*"0"^*"1"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"808080806434f1de016435ef714e008c","C_ASSETSELLER":"808080806434f1de0164350c09ce000a","d_baseday":"2018-06-10","f_interest":"0","f_corpusamount":"0","debt_display":"0.00"},{"C_LOANACCOUNTCODE":"808080806434f1de016435fcf8f20094","C_ASSETSELLER":"808080806434f1de0164350c09ce000a","d_baseday":"","f_interest":"400000","f_corpusamount":"4000000","debt_display":"4,400,000.00"},{"C_LOANACCOUNTCODE":"808080806434f1de016435fe0a400097","C_ASSETSELLER":"808080806434f1de0164350c09ce000a","d_baseday":"","f_interest":"600000","f_corpusamount":"6000000","debt_display":"6,600,000.00"}]"^*
"2018063217"^*"vcxv"^*"09"^*"01"^*""^*""^*"99"^*"0_0602800001"^*"0_0602800001"^*""^*""^*"156"^*""^*"000791727"^*""^*""^*"0"^*"8080808063df0d120163f3893bb4003c"^*""^*"32432"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"43234"^*"234"^*"324"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*
"2018063218"^*"六枝工矿债转股项目"^*"09"^*"31"^*""^*""^*"01"^*"0_000000"^*"0_0602800004"^*"80808080643ab5bb016435d1d520000e"^*""^*"156"^*""^*"admin"^*"000916468"^*"1"^*"0"^*"80808080643ab5bb016435e57d08000f"^*""^*"0"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1"^*"1"^*"0,1,2"^*"1.通过重组注入上市公司2.IPO方式退出3.市场化转让4.债转股公司收购5.盘江集团收购"^*""^*"1.如以市场化方式退出，按照评估机构现金流量法和上市公司收购市盈率测算的五年后债转股公司总价值约在19.66亿元到28.22亿元之间，预计工银投资相应股权价值约在3亿元至3.7亿元之间，按照五年的投资期限，并考虑盘江集团收益分成后，投资年化收益率在12.22%至17.03%之间。2.如盘江集团进行收购，在债权全部转股的情况下，盘江集团在债转股公司成立满五年后一次性支付收购款，最晚支付时间在第六年末，收购金额为24529.88万元，投资年化收益率为6.45%；3.在省国资委未能完成第三次出资，即工银投资按比例保留7514.21万元本金的情况下，转股股权在第六年末以21935.14万元退出；保留债权比照浦发银行、农信社贷款保留债权进行债务重组，并在债转股公司成立之日起五年后的三年内每年按3:3:4还清债权本金（暂不考虑利息部分），投资年化收益率约为9.32%。"^*"783137700"^*"710370000"^*"72767700"^*""^*"1"^*"75000000"^*"留债前提条件为贵州省国资委未履行第三次出资义务。"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[{"c_investtargetid":"80808080643ab5bb016435e57d08000f","c_cino":"","c_industrydetail":"","c_nature2":"","c_contrast_class":"","c_listedFlag":"","f_registered_capital":"0","c_cust_state_cisborder":"","f_applyinvestmoney":"471453100","f_submitinvestmoney":"0","f_stocknumber":"0","f_shareratio":"15","f_predebtratio":"0","f_afterdebtratio":"0","d_predictturnstockdate":"2018-06-30","f_predictturnstockmoney":"471453100","f_predictturnstockdebt":"471453100","f_predictturnstockinterest":"0"}]"^*"[,]"^*"[,]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"80808080643ab5bb01643628c2920015","C_ASSETSELLER":"80808080643ab5bb016435d1d520000e","d_baseday":"2016-05-31","f_interest":"72767700","f_corpusamount":"710370000","debt_display":"783,137,700.00"}]"^*
"2018063219"^*"收债转股测试项目1"^*"09"^*"31"^*""^*""^*"03"^*"0_0602800004"^*"0_0602800004"^*"80808080643ab5bb016435d1d520000e"^*""^*"156"^*"2018-12-01 00:00:00.0"^*"000777733"^*"000200735,400004483"^*"0"^*"0"^*"80808080643ab5bb016435e57d08000f"^*""^*"5000000000"^*"5000000000"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1005000000"^*"1000000000"^*"5000000"^*""^*"1"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[{"c_investtargetid":"80808080643ab5bb016435e57d08000f","c_cino":"","c_industrydetail":"","c_nature2":"","c_contrast_class":"","c_listedFlag":"","f_registered_capital":"0","c_cust_state_cisborder":"","f_applyinvestmoney":"0","f_submitinvestmoney":"0","f_stocknumber":"0","f_shareratio":"0","f_predebtratio":"0","f_afterdebtratio":"0","d_predictturnstockdate":"2018-12-01","f_predictturnstockmoney":"0","f_predictturnstockdebt":"0","f_predictturnstockinterest":"0"}]"^*"[,]"^*"[{"C_CAPITALNATURE":"0","F_CAPITAL":"0","F_CAPITALRATIO":"0","F_RATIO":"0"}]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"80808080643ab5bb01643691038d0020","C_ASSETSELLER":"80808080643ab5bb016435d1d520000e","d_baseday":"2018-02-01","f_interest":"5000000","f_corpusamount":"1000000000","debt_display":"1,005,000,000.00"}]"^*
"2018063220"^*"六枝债转股项目"^*"09"^*"01"^*""^*""^*"99"^*"0_0602800004"^*"0_0602800004"^*"80808080643ab5bb016435d1d520000e"^*""^*"156"^*""^*"000916468"^*"000827771"^*"1"^*"0"^*""^*""^*"0"^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"783137700"^*"710370000"^*"72767700"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[,]"^*"[,]"^*"[,]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"80808080643ab5bb016439e712290091","C_ASSETSELLER":"80808080643ab5bb016435d1d520000e","d_baseday":"2017-05-31","f_interest":"72767700","f_corpusamount":"710370000","debt_display":"783,137,700.00"}]"^*
"2018063221"^*"六枝工矿债转股测试项目"^*"09"^*"36"^*""^*""^*"03"^*"0_0602800004"^*"0_0602800004"^*"80808080643ab5bb016435d1d520000e"^*""^*"156"^*""^*"000916468"^*"000827771"^*"0"^*"0"^*"80808080643ab5bb016435e57d08000f"^*""^*"0"^*"710370000"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"1"^*"1"^*"0,1,2"^*"测试"^*""^*"测试"^*"783137700"^*"710370000"^*"72767700"^*""^*""^*"0"^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*""^*"[{"c_investtargetid":"80808080643ab5bb016435e57d08000f","c_cino":"","c_industrydetail":"","c_nature2":"","c_contrast_class":"","c_listedFlag":"","f_registered_capital":"0","c_cust_state_cisborder":"","f_applyinvestmoney":"710370000","f_submitinvestmoney":"0","f_stocknumber":"0","f_shareratio":"15","f_predebtratio":"0","f_afterdebtratio":"0","d_predictturnstockdate":"2018-06-30","f_predictturnstockmoney":"710370000","f_predictturnstockdebt":"710370000","f_predictturnstockinterest":"0"}]"^*"[,]"^*"[{"C_CAPITALNATURE":"0","F_CAPITAL":"169000000","F_CAPITALRATIO":"5","F_RATIO":"100"}]"^*"[,]"^*"[{"C_LOANACCOUNTCODE":"80808080643ab5bb01643a0f443000bf","C_ASSETSELLER":"80808080643ab5bb016435d1d520000e","d_baseday":"2016-05-31","f_interest":"72767700","f_corpusamount":"710370000","debt_display":"783,137,700.00"}]"^*
