01,fnd_flex_values,201901,20190103,6028
02,1016829,65161,18109902,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,13,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,65162,1810990201,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,14,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,66208,181099020100,15-09-17,1132,15-09-17,1132,-1,Y,N,,,,,,,NYANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,65163,1810990202,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,14,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,66209,181099020200,15-09-17,1132,15-09-17,1132,-1,Y,N,,,,,,,NYANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,65164,1810990203,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,14,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,66210,181099020300,15-09-17,1132,15-09-17,1132,-1,Y,N,,,,,,,NYANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,65165,1810990204,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,14,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,66211,181099020400,15-09-17,1132,15-09-17,1132,-1,Y,N,,,,,,,NYANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,65166,1810990205,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,14,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,66212,181099020500,15-09-17,1132,15-09-17,1132,-1,Y,N,,,,,,,NYANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,65167,1810990206,15-09-17,1132,15-09-17,1132,-1,Y,Y,,,,,14,,NNANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
02,1016829,66213,181099020600,15-09-17,1132,15-09-17,1132,-1,Y,N,,,,,,,NYANN,ICBC_COA_ACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORA$BASE,SYNCED
